first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Raheem,Sterling,2,1,23,260,4,82.8,100.4,126.0,3,73,31.0,1,0,0,7.3,71,MID
Thiago,Emiliano da Silva,0,0,9,270,4,16.8,88.8,15.0,0,63,12.1,1,0,0,3.2,50,DEF
Hakim,Ziyech,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,MID
Ângelo Gabriel,Borges Damaceno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Ian,Maatsen,0,0,1,13,0,0.9,2.2,2.0,0,2,0.5,0,0,1,0.1,54,MID
Axel,Disasi,1,0,17,270,4,5.9,80.2,56.0,3,62,14.2,1,0,1,6.4,51,DEF
Lesley,Ugochukwu,0,0,2,8,0,0.7,6.6,2.0,0,7,0.9,0,0,0,0.1,45,MID
Mason,Burstow,0,0,2,8,1,0.6,0.4,2.0,0,6,0.3,0,0,0,0.2,45,FWD
Lucas,Bergström,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Roméo,Lavia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Bashir,Humphreys,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Deivid Washington,de Souza Eugênio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Eddie,Beach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Diego Manuel Jadon,da Silva Moreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Naouirou,Ahamada,0,0,2,35,0,3.3,4.8,0.0,0,9,0.8,0,0,0,0.2,45,MID
Joachim,Andersen,1,0,22,270,2,94.5,138.4,61.0,6,83,29.4,1,0,0,3.9,45,DEF
Jordan,Ayew,0,2,12,270,2,78.7,57.0,108.0,0,32,24.4,1,0,1,0.5,55,MID
Nathaniel,Clyne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
Cheick,Doucouré,0,0,6,270,2,42.3,41.6,15.0,0,37,10.0,1,0,1,0.1,50,MID
Malcolm,Ebiowei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Odsonne,Edouard,1,0,11,250,2,36.6,57.2,155.0,1,32,25.0,1,0,0,2.1,55,FWD
Eberechi,Eze,0,0,7,270,2,139.8,39.4,79.0,0,42,25.9,1,0,0,11.6,64,MID
Vicente,Guaita,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,44,GK
Marc,Guéhi,0,0,10,270,2,15.1,70.6,4.0,0,56,9.0,1,0,0,1.8,45,DEF
Will,Hughes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Sam,Johnstone,0,0,10,270,2,0.0,14.2,0.0,0,38,1.4,1,0,0,2.1,45,GK
Jefferson,Lerma Solís,0,0,7,270,2,54.1,57.6,31.0,0,44,14.3,1,0,0,0.3,49,MID
Jean-Philippe,Mateta,0,0,1,19,0,0.3,0.0,0.0,0,2,0.0,0,0,0,0.3,49,FWD
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Tyrick,Mitchell,0,0,12,270,2,39.7,35.0,12.0,2,57,8.7,1,0,0,0.9,45,DEF
Jake,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Michael,Olise,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID
Luke,Plange,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Chris,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,DEF
Jairo,Riedewald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Jeffrey,Schlupp,0,0,7,233,2,57.0,26.2,24.0,0,25,10.7,1,0,0,0.2,50,MID
James,Tomkins,0,0,1,1,0,0.0,0.2,0.0,0,3,0.0,0,0,0,0.9,40,DEF
Joel,Ward,0,0,10,262,2,7.7,43.4,0.0,0,40,5.1,1,0,0,0.3,45,DEF
Joe,Whitworth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,40,GK
Matheus,França de Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Jesurun,Rak-Sakyi,0,0,1,7,0,10.8,3.0,15.0,0,4,2.9,0,0,0,0.0,45,MID
John-Kymani,Gordon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
André,Tavares Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Jarrad,Branthwaite,0,0,1,90,1,1.8,15.4,30.0,0,11,4.7,0,0,1,0.4,40,DEF
Dominic,Calvert-Lewin,0,0,1,37,2,1.6,0.0,4.0,0,1,0.3,0,0,0,0.4,59,FWD
Seamus,Coleman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Dele,Alli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Abdoulaye,Doucouré,0,0,6,270,6,63.7,30.0,78.0,0,19,17.2,0,0,0,0.2,55,MID
James,Garner,0,0,5,262,6,64.9,36.0,24.0,0,30,12.5,0,0,1,0.0,50,MID
Jean-Philippe,Gbamin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Ben,Godfrey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,DEF
Demarai,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,54,MID
Idrissa,Gueye,0,0,4,225,4,21.3,33.0,6.0,0,35,6.0,0,0,1,0.0,49,MID
Mason,Holgate,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,DEF
Alex,Iwobi,0,0,3,140,3,55.2,24.4,48.0,0,13,12.8,0,0,0,0.5,54,MID
Michael,Keane,0,0,2,181,5,2.3,27.8,38.0,0,24,6.8,0,0,1,0.3,45,DEF
Neal,Maupay,0,0,3,110,2,13.3,12.4,94.0,0,-5,12.0,1,0,0,1.1,50,FWD
Dwight,McNeil,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,MID
Vitalii,Mykolenko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,DEF
Amadou,Onana,0,0,6,270,6,57.8,28.4,21.0,0,48,10.8,0,0,0,0.2,50,MID
Nathan,Patterson,0,0,3,270,6,35.1,40.4,14.0,0,33,9.0,0,0,1,0.2,45,DEF
Jordan,Pickford,0,0,4,270,6,10.0,37.6,0.0,0,30,4.8,0,0,1,12.6,45,GK
Ellis,Simms,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
James,Tarkowski,0,0,4,270,6,5.8,48.8,25.0,0,34,8.0,0,0,0,1.7,45,DEF
João,Neves Virgínia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,GK
Andy,Lonergan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Ashley,Young,0,0,4,270,6,85.8,36.0,0.0,0,45,12.2,0,0,0,0.6,45,DEF
Arnaut,Danjuma Groeneveld,0,0,4,160,4,15.1,12.0,86.0,0,-1,11.4,0,0,0,0.2,55,MID
Lewis,Dobbin,0,0,5,117,2,13.0,13.2,23.0,0,12,4.9,1,0,0,0.0,45,MID
Youssef,Ramalho Chermiti,0,0,0,24,1,0.5,0.0,7.0,0,-2,0.6,0,0,1,0.1,50,FWD
Thomas,Cannon,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,FWD
Tyler,Onyango,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID
Jack,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID
Andreas,Hoelgebaum Pereira,1,1,14,161,2,22.4,38.2,15.0,0,43,7.5,1,0,0,1.0,55,MID
Tom,Cairney,0,0,2,84,2,13.6,1.6,5.0,0,8,2.0,0,0,0,0.0,50,MID
Ivan,Neves Abreu Cavaleiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Bobby,De Cordova-Reid,1,0,10,200,4,13.7,39.4,58.0,0,31,10.8,0,0,0,0.2,55,MID
Issa,Diop,0,0,10,270,5,7.4,64.8,6.0,2,53,7.8,1,0,0,1.0,45,DEF
Tyrese,Francois,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Anthony,Knockaert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Terence,Kongolo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Bernd,Leno,0,0,19,270,5,0.0,176.6,0.0,5,92,17.6,1,0,0,10.1,45,GK
Saša,Lukić,0,0,6,250,4,30.9,20.6,9.0,0,31,6.0,1,0,1,0.7,45,MID
Kevin,Mbabu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,DEF
Aleksandar,Mitrović,0,0,1,32,0,0.3,6.4,26.0,0,6,3.3,0,0,0,1.4,74,FWD
Rodrigo,Muniz Carvalho,0,0,1,4,1,0.0,0.0,0.0,0,3,0.0,0,0,0,0.4,45,FWD
João,Palhinha Gonçalves,1,0,10,113,3,1.5,59.6,22.0,3,33,8.4,0,0,1,0.2,50,MID
Tim,Ream,0,0,5,153,3,2.4,15.8,2.0,1,29,1.9,1,1,0,0.4,45,DEF
Harrison,Reed,0,1,8,176,3,60.6,43.2,4.0,0,35,10.8,1,0,1,0.7,49,MID
Antonee,Robinson,0,0,8,270,5,21.9,47.2,6.0,0,48,7.5,1,0,0,0.7,45,DEF
Marek,Rodák,0,0,-1,0,0,0.0,0.0,0.0,0,-3,0.0,0,0,1,0.4,40,GK
Kenny,Tete,0,0,6,265,4,20.8,48.0,0.0,0,44,6.9,1,0,2,0.6,45,DEF
Tosin,Adarabioyo,0,0,1,1,0,0.0,12.0,0.0,0,5,1.2,0,0,0,0.1,44,DEF
Carlos Vinícius,Alves Morais,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.7,49,FWD
Harry,Wilson,0,0,7,250,4,54.5,21.8,32.0,0,26,10.7,1,0,0,0.2,55,MID
Raúl,Jiménez,0,0,4,232,4,5.9,23.0,36.0,0,9,6.3,0,0,1,0.9,54,FWD
Willian,Borges da Silva,0,0,1,67,1,13.9,3.0,1.0,0,1,1.7,0,0,1,0.4,54,MID
Calvin,Bassey,0,0,-1,105,3,0.8,10.6,0.0,0,4,1.2,0,1,0,0.3,45,DEF
Luc,De Fougerolles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Jay,Stansfield,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Matthew,Dibley-Dias,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Adama,Traoré,0,0,2,23,2,0.4,5.2,37.0,0,1,4.2,0,0,0,0.0,50,MID
Luke,Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Adrián,San Miguel del Castillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Trent,Alexander-Arnold,0,0,4,255,3,46.2,32.0,38.0,0,33,11.7,0,0,2,13.5,79,DEF
Alisson,Ramses Becker,0,0,9,270,3,0.0,55.2,0.0,0,56,5.5,0,0,1,9.2,55,GK
Stefan,Bajcetic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Darwin,Núñez Ribeiro,2,0,10,41,0,1.3,4.4,8.0,0,58,1.4,0,0,1,7.4,73,FWD
Diogo,Teixeira da Silva,1,1,14,172,2,35.8,43.0,108.0,2,39,18.7,0,0,1,3.3,80,MID
Harvey,Elliott,0,0,3,59,0,12.7,7.0,4.0,0,11,2.4,0,0,0,0.2,49,MID
Fabio Henrique,Tavares,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Cody,Gakpo,0,0,5,184,3,22.7,13.6,13.0,0,17,4.9,0,0,0,4.8,74,FWD
Joe,Gomez,0,0,2,71,0,0.8,3.6,0.0,0,8,0.4,0,0,0,0.3,45,DEF
Jordan,Henderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Curtis,Jones,0,0,1,24,0,1.8,4.6,0.0,0,1,0.6,0,0,0,0.1,49,MID
Caoimhin,Kelleher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Ibrahima,Konaté,0,0,4,180,2,1.2,43.0,6.0,0,30,5.0,0,0,0,1.9,50,DEF
Luis,Díaz,2,0,16,193,3,42.9,71.2,61.0,1,51,17.5,0,0,0,13.6,77,MID
Alexis,Mac Allister,0,0,1,223,3,21.4,21.4,0.0,0,22,4.3,0,1,1,6.4,60,MID
Joel,Matip,0,0,2,76,1,0.0,0.0,0.0,0,10,0.0,0,0,0,0.3,49,DEF
Nathaniel,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
Andrew,Robertson,0,0,6,270,3,62.8,46.2,2.0,0,48,11.1,0,0,0,4.2,65,DEF
Mohamed,Salah,1,2,15,251,3,53.2,58.0,91.0,0,48,20.2,0,0,0,27.1,125,MID
Dominik,Szoboszlai,0,1,9,270,3,53.4,24.8,32.0,0,53,11.0,0,0,0,4.0,70,MID
Thiago,Alcántara do Nascimento,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,MID
Konstantinos,Tsimikas,0,0,1,4,0,0.3,0.2,0.0,0,3,0.1,0,0,0,0.1,45,DEF
Sepp,van den Berg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Virgil,van Dijk,0,0,2,207,3,11.8,38.6,26.0,0,24,7.7,0,1,0,9.9,60,DEF
Jarell,Quansah,0,0,1,13,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.0,40,DEF
Bobby,Clark,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ben,Doak,0,0,1,13,0,0.8,0.2,0.0,0,3,0.1,0,0,0,0.1,45,MID
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Wataru,Endo,0,0,2,84,1,0.8,6.6,0.0,0,11,0.7,0,0,0,0.0,55,MID
Marvelous,Nakamba,0,0,3,180,7,33.9,25.0,2.0,0,20,6.1,0,0,1,1.1,45,MID
Elijah,Adebayo,0,0,4,132,3,22.7,6.6,4.0,0,6,3.4,0,0,0,0.9,50,FWD
Mads Juel,Andersen,0,0,1,88,2,0.8,14.6,0.0,0,11,1.6,0,0,1,0.6,40,DEF
Amari'i,Bell,0,0,1,180,7,1.6,51.6,0.0,0,24,5.3,0,0,0,7.3,40,DEF
Luke,Berry,0,0,1,2,1,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,49,MID
Reece,Burke,0,0,1,76,3,10.7,16.4,2.0,0,9,2.9,0,0,0,0.0,40,DEF
Allan,Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Jordan,Clark,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Alfie,Doughty,0,0,1,46,4,0.8,3.4,2.0,0,4,0.6,0,0,0,0.1,44,DEF
Luke,Freeman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Matt,Macey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,GK
John,McAtee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.2,45,FWD
Carlos,Mendes Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Carlton,Morris,1,0,10,180,7,16.4,41.0,62.0,2,34,11.9,0,0,0,1.4,55,FWD
Admiral,Muskwe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD
Chiedozie,Ogbene,0,0,2,27,2,0.3,0.4,4.0,0,6,0.5,0,0,0,0.1,50,FWD
Fred,Onyedinma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Gabriel,Osho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Aribim,Pepple,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD
Dion,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Dan,Potts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Glen,Rea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
James,Shea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,GK
Joe,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD
Elliot,Thorpe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jack,Walton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Louie,Watson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,MID
Cauley,Woodrow,0,0,1,2,1,20.5,7.0,4.0,0,7,3.2,0,0,0,0.7,45,FWD
Ryan,Giles,0,0,1,180,7,62.3,29.6,17.0,0,26,10.9,0,0,0,0.1,45,DEF
Tom,Lockyer,0,0,0,180,7,0.5,38.6,2.0,0,20,4.1,0,0,1,0.2,45,DEF
Pelly Ruddock,Mpanzu,0,0,3,100,3,0.6,1.2,14.0,0,2,1.4,0,0,0,0.1,50,MID
Tahith,Chong,0,0,4,163,6,5.1,11.8,8.0,0,9,2.5,0,0,0,0.1,50,MID
Issa,Kaboré,0,0,2,132,3,16.6,4.6,12.0,0,16,3.3,0,0,1,5.8,40,DEF
Thomas,Kaminski,0,0,5,180,7,0.0,102.4,0.0,1,44,10.2,0,0,0,0.2,45,GK
Ross,Barkley,0,0,2,76,3,5.0,0.0,10.0,0,5,1.2,0,0,0,0.1,50,MID
Jacob,Brown,0,1,4,46,4,0.6,5.2,32.0,0,8,3.4,0,0,1,0.2,50,FWD
Aidan,Francis-Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Tim,Krul,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK
Joseph,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Manuel,Akanji,0,0,13,180,0,17.3,38.4,1.0,1,51,5.6,2,0,0,11.8,51,DEF
Nathan,Aké,0,0,9,168,1,1.9,14.2,10.0,1,47,2.6,1,0,0,6.6,51,DEF
Julián,Álvarez,1,1,14,270,1,112.3,69.0,49.0,2,65,23.0,2,0,1,9.4,66,FWD
Bernardo,Veiga de Carvalho e Silva,0,0,5,180,1,8.6,2.2,0.0,0,28,1.1,1,0,0,2.1,64,MID
Oscar,Bobb,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
João,Cancelo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.3,58,DEF
Scott,Carson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Shea,Charles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kevin,De Bruyne,0,0,1,22,0,18.8,2.4,1.0,0,4,2.2,0,0,0,2.5,103,MID
Rúben,Gato Alves Dias,0,0,9,180,1,1.9,10.6,0.0,1,42,1.3,1,0,0,7.5,55,DEF
Tommy,Doyle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Ederson,Santana de Moraes,0,0,14,270,1,10.0,31.2,0.0,0,59,4.1,2,0,0,19.5,55,GK
Phil,Foden,0,2,16,184,0,124.4,46.4,60.0,3,57,23.1,2,0,0,14.1,76,MID
Jack,Grealish,0,1,8,180,1,9.5,12.6,19.0,0,40,4.1,1,0,0,4.1,74,MID
Erling,Haaland,3,0,19,259,1,35.5,70.8,96.0,3,71,20.2,2,0,0,91.3,140,FWD
Mateo,Kovačić,0,0,8,242,1,28.3,16.0,4.0,0,52,4.8,2,0,0,1.0,50,MID
Aymeric,Laporte,0,0,1,11,0,0.1,11.4,17.0,0,4,2.9,0,0,0,0.3,49,DEF
Rico,Lewis,0,0,6,78,0,5.8,2.2,0.0,0,25,0.8,1,0,0,0.5,45,DEF
Riyad,Mahrez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,75,MID
James,McAtee,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID
Stefan,Ortega Moreno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,GK
Cole,Palmer,0,0,1,10,0,0.7,0.0,0.0,0,1,0.0,0,0,0,0.2,50,MID
Máximo,Perrone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Rodrigo,Hernandez,2,1,23,270,1,27.2,90.6,66.0,2,100,18.4,2,0,0,10.7,56,MID
Sergio,Gómez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,40,DEF
Zack,Steffen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
John,Stones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,7.1,53,DEF
Kyle,Walker,0,0,14,270,1,30.8,10.8,6.0,0,71,4.8,2,0,0,9.1,51,DEF
Joško,Gvardiol,0,0,9,191,1,3.0,18.0,2.0,0,45,2.3,1,0,0,5.7,50,DEF
Jérémy,Doku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,MID
Mason,Mount,0,0,5,151,2,30.0,11.0,2.0,0,16,4.3,1,0,0,1.8,69,MID
Alex,Telles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Amad,Diallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Antony Matheus,dos Santos,0,0,6,225,3,95.5,28.2,59.0,0,24,18.2,1,0,1,1.1,69,MID
Bruno,Borges Fernandes,1,1,16,270,4,145.5,106.4,81.0,3,61,33.2,1,0,2,22.2,85,MID
Brandon,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
Eric,Bailly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
Carlos Henrique,Casimiro,1,0,12,270,4,37.9,111.4,88.0,0,47,23.7,1,0,0,4.1,55,MID
Diogo,Dalot Teixeira,0,0,2,114,3,9.2,21.4,2.0,0,19,3.3,0,0,0,1.3,49,DEF
Christian,Eriksen,1,0,11,136,3,30.2,54.6,35.0,2,43,12.0,0,0,0,0.5,59,MID
Álvaro,Fernández Carreras,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF
Frederico,Rodrigues de Paula Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
Alejandro,Garnacho,0,0,5,132,1,15.9,7.4,57.0,0,13,7.8,1,0,0,2.0,49,MID
Hannibal,Mejbri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Dean,Henderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,GK
Victor,Lindelöf,0,0,2,90,0,20.8,18.0,4.0,0,11,4.3,0,0,0,0.2,45,DEF
Harry,Maguire,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44,DEF
Kobbie,Mainoo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Tyrell,Malacia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Anthony,Martial,0,0,2,64,2,25.5,5.6,11.0,0,6,4.2,0,0,0,0.3,65,FWD
Lisandro,Martínez,0,0,0,225,4,31.5,36.8,2.0,0,37,7.0,0,0,1,5.6,49,DEF
Scott,McTominay,0,0,2,7,0,10.4,10.8,0.0,0,7,2.2,0,0,0,0.1,49,MID
Teden,Mengi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Facundo,Pellistri Rebollo,0,0,2,18,0,1.4,2.2,13.0,0,5,1.7,0,0,0,0.1,45,MID
Raphaël,Varane,1,0,15,225,4,7.7,68.2,58.0,2,65,13.4,1,0,0,6.4,51,DEF
Marcus,Rashford,0,2,12,261,4,53.9,37.0,103.0,0,22,19.4,1,0,1,41.3,90,MID
Jadon,Sancho,0,0,3,76,1,14.8,9.8,12.0,0,11,3.6,0,0,0,0.8,69,MID
Luke,Shaw,0,0,6,180,2,85.2,59.8,10.0,0,48,15.5,1,0,1,14.1,54,DEF
Shola,Shoretire,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Donny,van de Beek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Aaron,Wan-Bissaka,0,1,13,245,3,55.4,70.2,10.0,3,66,13.6,1,0,2,6.1,46,DEF
André,Onana,0,0,11,270,4,0.0,101.6,0.0,1,59,10.2,1,0,1,28.4,50,GK
Rasmus,Højlund,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,70,FWD
Omari,Forson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Radek,Vítek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Daniel,Gore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Lewis,Hall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
Miguel,Almirón Rejala,0,0,6,260,4,46.8,17.6,26.0,0,30,9.0,0,0,0,5.8,64,MID
Elliot,Anderson,0,0,3,32,1,15.0,14.6,4.0,0,14,3.4,0,0,0,4.4,44,MID
Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Sven,Botman,0,1,9,266,3,12.4,46.0,8.0,1,57,6.6,0,0,1,19.0,45,DEF
Bruno,Guimarães Rodriguez Moura,0,0,4,264,4,6.6,11.4,17.0,0,20,3.5,0,0,2,2.7,59,MID
